Uid,Hashed Id,Total Hours,Total Price,Unit Price,Package,Installments,Crm Deal Id,Discount,Stripe Url,Stripe Customer Id,Extra Student,Active,Created At,Last Updated,Booking Date,Upsell
7,e4faf1024a2bb3c1f2eb3a09379a44a57619ec1f6a5440bbd2a824ea,48,13872.0,289.0,6-months-289,6,378710000011528290,,toptutors.dk/order/e4faf1024a2bb3c1f2eb3a09379a44a57619ec1f6a5440bbd2a824ea,cus_KuNexDPab39pjI,,True,,,,
8,9a14b07af64775c27b3f4b7cbaf7c44345d0ecde38572a4dbd76cdd2,48,13872.0,289.0,6-months-289,6,378710000011528369,,toptutors.dk/order/9a14b07af64775c27b3f4b7cbaf7c44345d0ecde38572a4dbd76cdd2,cus_KuNexDPab39pjI,,True,,,,
9,e2845ee5a948a0c2b841ca142ba31bc2bb723147ebe67b7405082202,144,32976.0,229.0,18-months-229,18,378710000011395191,,toptutors.dk/order/e2845ee5a948a0c2b841ca142ba31bc2bb723147ebe67b7405082202,cus_Mx5JTR4GCV2qUE,,False,,,,
15,60671d9877719759287f1cdb01750981ce28f55110494fa2519301a0,48,13872.0,289.0,6-months-289,6,378710000011785001,,toptutors.dk/order/60671d9877719759287f1cdb01750981ce28f55110494fa2519301a0,cus_N1BjC2KeiUP9F4,,False,,,,
11,7d65cc1dc1ff0b421bd36344049f88aab1171de6e0d4f20504311dbd,48,13872.0,289.0,1-months-289,1,378710000011696044,,toptutors.dk/order/7d65cc1dc1ff0b421bd36344049f88aab1171de6e0d4f20504311dbd,cus_MyXyyGFpJk1Mz0,,True,,,,
20,420c3b9231da6edeb890034fc98e5cc850df17e750b7e2c5f8a5ec94,48,13872.0,289.0,6-months-289,6,378710000011915555,,toptutors.dk/order/420c3b9231da6edeb890034fc98e5cc850df17e750b7e2c5f8a5ec94,cus_N4u9yLym1kFwd1,,False,,,,
16,c83984aa82698cdc1090eff3ba07f304726a296938c5d9452bfa80a6,48,13872.0,289.0,6-months-289,6,378710000011563498,,toptutors.dk/order/c83984aa82698cdc1090eff3ba07f304726a296938c5d9452bfa80a6,cus_N1CKynLXOKTBJZ,,False,,,,
19,b8b6233a58c5260a6d8944ecb49208a3a858831ba209f0467acffdaa,144,32976.0,229.0,18-months-229,18,378710000011562495,,toptutors.dk/order/b8b6233a58c5260a6d8944ecb49208a3a858831ba209f0467acffdaa,cus_N4YMPOE3sbIpoJ,,False,,,,
25,555b6c47043d6e7ff38c9c9aff77fac99435e16ba95d629afdabf3a5,72,19368.0,269.0,9-months-269,9,378710000012510532,,toptutors.dk/order/555b6c47043d6e7ff38c9c9aff77fac99435e16ba95d629afdabf3a5,cus_N8e57YJhuYuBmD,,False,,,,
18,c28e52b645d3f18003d6978f2fbf89386cb76f972207e37dff2462e8,24,7416.0,309.0,3-months-309,3,378710000010109058,,toptutors.dk/order/c28e52b645d3f18003d6978f2fbf89386cb76f972207e37dff2462e8,cus_N4WITaaMTKt5kC,,True,,,,
21,6660acb9abfe47b921d88e2fd4f1c962f9ed3fc5d3d73ca09798fdf6,144,32976.0,229.0,18-months-229,18,378710000012030060,,toptutors.dk/order/6660acb9abfe47b921d88e2fd4f1c962f9ed3fc5d3d73ca09798fdf6,cus_N6PldzJLqsFjVV,,False,,,,
24,9d9d89d9fcccd93e4b185d5a208adbb5bc96f55cc57faf1c0a35cef1,48,13872.0,289.0,12-months-289,12,378710000011763041,,toptutors.dk/order/9d9d89d9fcccd93e4b185d5a208adbb5bc96f55cc57faf1c0a35cef1,cus_N7ruQd1SKOZBnj,,True,,,,
23,15682e500885face75e6326988a27c6d005bffe445d0b216ae218f78,24,7416.0,309.0,3-months-309,3,378710000012498240,,toptutors.dk/order/15682e500885face75e6326988a27c6d005bffe445d0b216ae218f78,cus_LjmcQOkTsVSdBG,,False,,,,
22,783e78c27f9bcaaad4f88c6279d6798aeaa18bc57be68516de2451f7,24,7416.0,309.0,6-months-309,6,378710000010109058,,toptutors.dk/order/783e78c27f9bcaaad4f88c6279d6798aeaa18bc57be68516de2451f7,cus_N4WITaaMTKt5kC,,False,,,,
27,bbf84bcd3e125ae734510b5ea8801881dadcc935ce973f06941b95dd,24,7416.0,309.0,6-months-309,6,378710000010684001,,toptutors.dk/order/bbf84bcd3e125ae734510b5ea8801881dadcc935ce973f06941b95dd,cus_N8expkTWnhlwbB,,True,,,,
28,f31cbd1e774b23a6bd62e7bac47b40c91b164c2124f5e4f48615aad7,24,7416.0,309.0,6-months-309,6,378710000010684001,,toptutors.dk/order/f31cbd1e774b23a6bd62e7bac47b40c91b164c2124f5e4f48615aad7,cus_N8f1yOhAabCeH3,,False,,,,
26,fea78475362fd468fa040340440cd90fc34c61561adebdbb82dc3381,48,13872.0,289.0,6-months-289,6,378710000012210053,,toptutors.dk/order/fea78475362fd468fa040340440cd90fc34c61561adebdbb82dc3381,cus_N8eYVXoQELGoLd,,False,,,,
29,e42905786263e6d7cbd27e1602bbe4509f60351eed4734428a7ae3c3,144,32976.0,229.0,18-months-229,18,378710000010342936,,toptutors.dk/order/e42905786263e6d7cbd27e1602bbe4509f60351eed4734428a7ae3c3,cus_MuRAEQpXWYRQOP,,True,,,,
31,92d1287c965505d5be3c98f27c1f469e413579402b0721d5e39904c7,144,32976.0,229.0,36-months-229,36,378710000011824314,,toptutors.dk/order/92d1287c965505d5be3c98f27c1f469e413579402b0721d5e39904c7,cus_N9Q1WCTYI8cozy,,True,,,,
30,f805fdcd97bb2858601fb8d75cf44b57241484136fcb3e4a5d38dd3d,144,32976.0,229.0,18-months-229,18,378710000011756303,,toptutors.dk/order/f805fdcd97bb2858601fb8d75cf44b57241484136fcb3e4a5d38dd3d,cus_N9PKhuy0s0CiXz,,False,,,,
45,3dc53ee35b38e5fcdfb35aae87f9ba64cca94fd037ee4d5548bd1bdf,24,7416.0,309.0,6-months-309,6,378710000012811706,,toptutors.dk/order/3dc53ee35b38e5fcdfb35aae87f9ba64cca94fd037ee4d5548bd1bdf,cus_NDu49cvrD3AuFa,,False,,,,
32,999f616e28650779c0d73c470ac55900b69fa1438367a5507d1c5c88,144,32976.0,229.0,18-months-229,18,378710000012598561,,toptutors.dk/order/999f616e28650779c0d73c470ac55900b69fa1438367a5507d1c5c88,cus_NASTatG0SXhA22,,False,,,,
56,b7d4ee578df27c2fd29cc1757abfa3416e9200308604f8dc1b7ea372,24,7416.0,309.0,3-months-309,3,378710000012719624,,toptutors.dk/order/b7d4ee578df27c2fd29cc1757abfa3416e9200308604f8dc1b7ea372,cus_NGv4PeHw7mEj6K,,True,,,,
43,072514420131c1f2516e97e65414ee1350e240fb1eee1ff7bf4055d1,96,23904.0,249.0,12-months-249,12,378710000012814706,,toptutors.dk/order/072514420131c1f2516e97e65414ee1350e240fb1eee1ff7bf4055d1,cus_NDACy2ZJjeiKFL,,False,,,,
53,623915a7044bfd885f3b0846c61caec89e7531cda077204ab16dec2c,24,7416.0,309.0,3-months-309,3,378710000012902763,,toptutors.dk/order/623915a7044bfd885f3b0846c61caec89e7531cda077204ab16dec2c,cus_NGXQSk14PDaXkS,,False,,,,
34,46a33ec6c7b9136613618778943a7d90320f6dcd28ed33d43cbff885,72,19368.0,269.0,6-months-269,6,378710000012397001,,toptutors.dk/order/46a33ec6c7b9136613618778943a7d90320f6dcd28ed33d43cbff885,cus_NBGPKBsyHFqzS7,,False,,,,
42,eb1c2cbfc2ff2a5cf457c5cbe01cd8ed6678139a44d98196fbad7a6f,144,32976.0,229.0,18-months-229,18,378710000012963431,,toptutors.dk/order/eb1c2cbfc2ff2a5cf457c5cbe01cd8ed6678139a44d98196fbad7a6f,cus_ND6WCliud9W1zJ,,False,,,,
36,1c313984c3439d12d3d70a59774f7053feb6554bb79b6e126dbd6e2a,144,32976.0,229.0,18-months-229,18,378710000012388430,,toptutors.dk/order/1c313984c3439d12d3d70a59774f7053feb6554bb79b6e126dbd6e2a,cus_NBiK2h3ndhwaOo,,True,,,,
40,33bbd8c49f36ffe10563aa8b621774d7981fc6a9d8149b980742ae59,24,7416.0,309.0,6-months-309,6,378710000012856323,,toptutors.dk/order/33bbd8c49f36ffe10563aa8b621774d7981fc6a9d8149b980742ae59,cus_NCRCnU8eu9UA8f,,False,,,,
37,e8c77fac1e8527be20885276c1615d1b6e0ff3c28b1a39a6a24ca8c6,144,32976.0,229.0,18-months-229,18,378710000012642036,,toptutors.dk/order/e8c77fac1e8527be20885276c1615d1b6e0ff3c28b1a39a6a24ca8c6,cus_NC0k2XETeUKVh7,,True,,,,
33,c5bc7e7e8906f1198ef75374bd0bc5a189bb38d2bd6f64ea05ec7f95,144,32976.0,229.0,18-months-229,18,378710000011808015,,toptutors.dk/order/c5bc7e7e8906f1198ef75374bd0bc5a189bb38d2bd6f64ea05ec7f95,cus_NAppN3pRIUCjVn,,False,,,,
38,49dfb3bfc6b0392b94dba657fe40f763b67e5e48e0a768e2bfb2b35a,144,32976.0,229.0,18-months-229,18,378710000012388430,,toptutors.dk/order/49dfb3bfc6b0392b94dba657fe40f763b67e5e48e0a768e2bfb2b35a,cus_NBiK2h3ndhwaOo,,False,,,,
44,1777a34a4e946591984f0b2210aa944d55e551dcb1f414857119e122,144,32976.0,229.0,18-months-229,18,378710000012916163,,toptutors.dk/order/1777a34a4e946591984f0b2210aa944d55e551dcb1f414857119e122,cus_NDVt3RuJPaleUk,,False,,,,
39,d7e2e4a08a9282180d57c6e61c878784159f3d069b3f86b948c6c9bb,24,7416.0,309.0,6-months-309,6,378710000012579306,,toptutors.dk/order/d7e2e4a08a9282180d57c6e61c878784159f3d069b3f86b948c6c9bb,cus_NCIax9Vtrzfvg1,,False,,,,
52,f60c578f620676b3719b9680d0a29ee5d314bc6b1cb857d94f5823f1,24,7416.0,309.0,3-months-309,3,378710000012865334,,toptutors.dk/order/f60c578f620676b3719b9680d0a29ee5d314bc6b1cb857d94f5823f1,cus_NGWDTxSjl04TYt,,False,,,,
49,5089553d1dd9a59e00000f88a7fb4bb6340fff9e991211480cd28d12,48,13872.0,289.0,6-months-289,6,378710000013156094,,toptutors.dk/order/5089553d1dd9a59e00000f88a7fb4bb6340fff9e991211480cd28d12,cus_NFQcc0TCBSO2rl,,False,,,,
41,f2217ac89e942d01b984ad44d6df647696225c73743e790b182689a1,24,7416.0,309.0,3-months-309,3,378710000012642036,,toptutors.dk/order/f2217ac89e942d01b984ad44d6df647696225c73743e790b182689a1,cus_NC0k2XETeUKVh7,,False,,,,
46,a4745a543a213723b7251861b9e24cff1eba3de33b37007e8da34ece,48,13872.0,289.0,6-months-289,6,378710000012742180,,toptutors.dk/order/a4745a543a213723b7251861b9e24cff1eba3de33b37007e8da34ece,cus_NF4WOlyjLhn513,,False,,,,
48,ded2c93f366ccd9e7e0faae64d6e191aa91d5b7e5f2e67c04b09d0bd,72,19368.0,269.0,9-months-269,9,378710000005915482,,toptutors.dk/order/ded2c93f366ccd9e7e0faae64d6e191aa91d5b7e5f2e67c04b09d0bd,cus_LznpwBHE6RFOIO,,False,,,,
55,fcb55fbc4ea17919c2fdd5b0d1109b1211ea6bdf75eac2155c1bef02,24,7416.0,309.0,3-months-309,3,378710000012916009,,toptutors.dk/order/fcb55fbc4ea17919c2fdd5b0d1109b1211ea6bdf75eac2155c1bef02,cus_NGYSWZfMU6Blu1,,False,,,,
51,137ce283be03594cd01940ebc516fe9a8898ba9b55d22b21ec12605a,24,7416.0,309.0,6-months-309,6,378710000011648984,,toptutors.dk/order/137ce283be03594cd01940ebc516fe9a8898ba9b55d22b21ec12605a,cus_NFkd7xDA4CCPgS,,True,,,,
35,dc343faf6642900377c2f2c5589b67717184bedbe80f673403fccc2d,24,7416.0,309.0,3-months-309,3,378710000008112962,,toptutors.dk/order/dc343faf6642900377c2f2c5589b67717184bedbe80f673403fccc2d,cus_MLw78iycQJT2p7,,False,,,,
54,d92bfc46a688ee248c1b28f34fece341dccceff77680e5088cbebfbe,24,7416.0,309.0,3-months-309,3,378710000007847133,,toptutors.dk/order/d92bfc46a688ee248c1b28f34fece341dccceff77680e5088cbebfbe,cus_MLsAME6caHJORL,,True,,,,
50,02d2d5e2709f0fb28f3761c7d9e6198c2f85b9a618caba12539bfedd,48,13872.0,289.0,6-months-289,6,378710000013203898,,toptutors.dk/order/02d2d5e2709f0fb28f3761c7d9e6198c2f85b9a618caba12539bfedd,cus_NFk4PY6OgUDwL5,,False,,,,
47,f2f7aaba21dc08dbb79b9b534551f90e3e370f08bcb61fbb5093ef6e,4,1596.0,399.0,single-399,1,378710000010342936,,toptutors.dk/order/f2f7aaba21dc08dbb79b9b534551f90e3e370f08bcb61fbb5093ef6e,cus_MuRAEQpXWYRQOP,,False,,,,
57,412700b643587f4415a90ddb4f8fa7a5a354e78673643856d58793c4,24,7416.0,309.0,6-months-309,6,378710000012719624,,toptutors.dk/order/412700b643587f4415a90ddb4f8fa7a5a354e78673643856d58793c4,cus_NGv4PeHw7mEj6K,,False,,,,
60,bb7f97a97c70acbcab50cd6d26ad0d1466781fcc09b3f75eb649b475,144,32976.0,229.0,18-months-229,18,378710000013211130,,toptutors.dk/order/bb7f97a97c70acbcab50cd6d26ad0d1466781fcc09b3f75eb649b475,cus_NHHCG3qL2fwGCC,,False,,2023-02-06 12:42:41.821787,,
58,a36bc72e6cd03d796a29ca4cb441ec827042ecbf647f4f35d6431a01,144,32976.0,229.0,18-months-229,18,378710000013282749,,toptutors.dk/order/a36bc72e6cd03d796a29ca4cb441ec827042ecbf647f4f35d6431a01,cus_NHFWQPvA8CmTqN,,False,,,,
59,476851cc77ee5cb6ec97e76bd92ead50488cd22e6a3e107e9ae65374,144,32976.0,229.0,18-months-229,18,378710000013268240,,toptutors.dk/order/476851cc77ee5cb6ec97e76bd92ead50488cd22e6a3e107e9ae65374,cus_KMyrRRTrHEaxsn,,False,,,,
70,090b7386cc7eb7dc397443820202e867f44300b304f938745ae6eaa7,144,32976.0,229.0,18-months-229,18,378710000013272247,,toptutors.dk/order/090b7386cc7eb7dc397443820202e867f44300b304f938745ae6eaa7,cus_NJrhQ8KG6iqBxq,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
61,e141646dec0e170206ae2fdab6398476e5ca3f10a17dd493c43e1d60,24,7416.0,309.0,3-months-309,3,378710000012545041,,toptutors.dk/order/e141646dec0e170206ae2fdab6398476e5ca3f10a17dd493c43e1d60,cus_NHI38DKd0FICKF,,False,,,,
63,f831b664bedbba84463b7c97856079934f21fddeaaee33156b480d47,24,7416.0,309.0,6-months-309,6,378710000013412060,,toptutors.dk/order/f831b664bedbba84463b7c97856079934f21fddeaaee33156b480d47,cus_NI2OxY2IOU6JuS,,True,,,,
62,b37bc441333e50aba3d29514746289f6d08b8a128f0f28705d73d60d,96,23904.0,249.0,12-months-249,12,378710000013272613,,toptutors.dk/order/b37bc441333e50aba3d29514746289f6d08b8a128f0f28705d73d60d,cus_NHeZgV3vZwQzYq,,False,,,,
71,7f46fde26ffefed4f5051629fa02fd815d554179c2df7235248dd0c7,144,32976.0,229.0,18-months-229,18,378710000013272247,,toptutors.dk/order/7f46fde26ffefed4f5051629fa02fd815d554179c2df7235248dd0c7,cus_NJrhQ8KG6iqBxq,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
64,c164e05a2a3e8e8f4e2c95206eff38a38c9bf3a99ee9a7dad16269e7,24,7416.0,309.0,3-months-309,3,378710000013781081,,toptutors.dk/order/c164e05a2a3e8e8f4e2c95206eff38a38c9bf3a99ee9a7dad16269e7,cus_KuNexDPab39pjI,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
65,4887c3c03571373462c767d8cb6433b98b96ec97b6488986755fa267,144,32976.0,229.0,18-months-229,18,378710000013408023,,toptutors.dk/order/4887c3c03571373462c767d8cb6433b98b96ec97b6488986755fa267,cus_NJ7TF7shsWXVgx,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
76,cf3725833e42ccf045cc86213080a9036070dbfdd3def26a5fde0f2d,24,7416.0,309.0,3-months-309,3,378710000013319219,,toptutors.dk/order/cf3725833e42ccf045cc86213080a9036070dbfdd3def26a5fde0f2d,cus_IunecORRRlaKpm,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
66,a6eb4877a41cf070d60dbc84354cb52a3459b637f62103b76d137a73,24,7416.0,309.0,3-months-309,3,378710000013408023,,toptutors.dk/order/a6eb4877a41cf070d60dbc84354cb52a3459b637f62103b76d137a73,cus_NJ7TF7shsWXVgx,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
81,e90c6f7cb86c8e12ee6a55f51f80eb511b6dce4c7e36ec030eb0e21b,24,7416.0,309.0,3-months-309,3,378710000007847133,,toptutors.dk/order/e90c6f7cb86c8e12ee6a55f51f80eb511b6dce4c7e36ec030eb0e21b,cus_MLsAME6caHJORL,,False,2023-02-06 12:42:41.821749,2023-02-28 00:14:46.493006,2023-02-28 09:55:20.842935,
67,02d5d3d0e5b4f564079936e1621fa738cbfd8cc3e4015f323b4f2c6a,96,23904.0,249.0,12-months-249,12,378710000013472146,,toptutors.dk/order/02d5d3d0e5b4f564079936e1621fa738cbfd8cc3e4015f323b4f2c6a,cus_NJ8VxNH2TBtnPz,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
77,52057ea02438667fcbf5e0e5fd49a232abdf45314e98908a116423a4,48,13872.0,289.0,6-months-289,6,378710000013642297,,toptutors.dk/order/52057ea02438667fcbf5e0e5fd49a232abdf45314e98908a116423a4,cus_NLg76etYXdE5JW,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
74,195bb634612538d9b6d9a9b86a80b68e339341105178ab3a30d008d8,24,7416.0,309.0,6-months-309,6,378710000013324061,,toptutors.dk/order/195bb634612538d9b6d9a9b86a80b68e339341105178ab3a30d008d8,cus_NJt1ZzUj9U0i3w,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
69,6f159cec86e565e7fb379059b3a9a6bbec37b080740a124f00b9ff9b,144,32976.0,229.0,18-months-229,18,378710000013758209,,toptutors.dk/order/6f159cec86e565e7fb379059b3a9a6bbec37b080740a124f00b9ff9b,cus_LfzwCPjm2Vcafm,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
68,6f0c4c63274184c5b45c3f06f066be98edbcf688eb84e8b77a3e1eb5,144,32976.0,229.0,18-months-229,18,378710000013683121,,toptutors.dk/order/6f0c4c63274184c5b45c3f06f066be98edbcf688eb84e8b77a3e1eb5,cus_NJWZVJCHKQDDeT,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
72,1de2b5a468e3f7f022d633f9789e960bdd9be9ba3abcdb767b4bb4ef,48,13872.0,289.0,6-months-289,6,378710000013489708,,toptutors.dk/order/1de2b5a468e3f7f022d633f9789e960bdd9be9ba3abcdb767b4bb4ef,cus_NJs4ACDObOMUDM,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
73,f02457ed051f3d8cdd87ff760179f39ec0d7637356d398fc1b416c76,24,7416.0,309.0,6-months-309,6,378710000013324061,,toptutors.dk/order/f02457ed051f3d8cdd87ff760179f39ec0d7637356d398fc1b416c76,cus_NJt1ZzUj9U0i3w,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
79,6ff7d0007221a070099f2c42af2ce98bba2e7efa2b96362b8aae248a,24,7416.0,309.0,6-months-309,6,378710000011648984,,toptutors.dk/order/6ff7d0007221a070099f2c42af2ce98bba2e7efa2b96362b8aae248a,cus_NM6K7vNWB1KExE,,False,2023-02-06 12:42:41.821749,2023-02-20 10:03:38.521857,2023-02-20 15:35:15.326849,
75,d4ba7b450f70dae63b6d1b6fb2b3ab0e1ea2afd5f88ca97c41c3ae49,48,13872.0,289.0,6-months-289,6,378710000013375278,,toptutors.dk/order/d4ba7b450f70dae63b6d1b6fb2b3ab0e1ea2afd5f88ca97c41c3ae49,cus_NKaCGak6uDmYK5,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
83,02d6b47108371aaf764f3415214b97d8ddcf517e91e13278e012fe4c,24,6674.4,309.0,3-months-309,3,378710000011476069,10,toptutors.dk/order/02d6b47108371aaf764f3415214b97d8ddcf517e91e13278e012fe4c,cus_NONaInbJYWErh4,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-25 14:11:08.854088,
78,892d7b661da38998e552361adf3ea3743b459a26ab3b484f4731fc25,144,32976.0,229.0,18-months-229,18,378710000013758209,,toptutors.dk/order/892d7b661da38998e552361adf3ea3743b459a26ab3b484f4731fc25,cus_LfzwCPjm2Vcafm,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
82,7a20e9558a583d190b333deb239461a7031cc31ce30a46b7ac8444eb,144,32976.0,229.0,18-months-229,18,378710000014192382,,toptutors.dk/order/7a20e9558a583d190b333deb239461a7031cc31ce30a46b7ac8444eb,cus_NNFBHa70HjqJfd,,True,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
80,345abae06fb4fd8992ecce422a66c71059ad1742c45429a3406f515b,144,32976.0,229.0,18-months-229,18,378710000013811444,,toptutors.dk/order/345abae06fb4fd8992ecce422a66c71059ad1742c45429a3406f515b,cus_NMWmMCIMNyavbB,,False,2023-02-06 12:42:41.821749,2023-02-06 12:42:41.821787,,
84,ca3ef3d8dc92963e6789ebe6a39d74b870c2265b8bca6f35ae2f69e9,12,4788.0,399.0,single-399,1,378710000013871389,,toptutors.dk/order/ca3ef3d8dc92963e6789ebe6a39d74b870c2265b8bca6f35ae2f69e9,cus_NOlRiu2ppPUDTP,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
85,acc2bfd0f9ac71229731846a3f177f41e37a9591fa37ee672c5280a9,8,3192.0,399.0,single-399,1,378710000012400795,,toptutors.dk/order/acc2bfd0f9ac71229731846a3f177f41e37a9591fa37ee672c5280a9,cus_NOlXgwF7nxcfsC,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-25 16:19:11.989711,
86,7782b1c0dd5aa774dd015df4dbcfaca07968c9c52e8f38462f4749f5,144,32976.0,229.0,18-months-229,18,378710000013402138,,toptutors.dk/order/7782b1c0dd5aa774dd015df4dbcfaca07968c9c52e8f38462f4749f5,cus_NP3qPMmI94tEhL,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-22 11:15:08.114363,
87,86753bd4a0dc5360bac02bbc85420403c9b9b407602b39e0cce59935,144,32976.0,229.0,18-months-229,18,378710000014192382,,toptutors.dk/order/86753bd4a0dc5360bac02bbc85420403c9b9b407602b39e0cce59935,cus_NNFBHa70HjqJfd,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-22 19:55:41.250472,
88,e4478dd1a5f79f81f3961d985595b18e1872b4284b0cf44bd3d9f92a,48,13872.0,289.0,6-months-289,6,378710000013375278,,toptutors.dk/order/e4478dd1a5f79f81f3961d985595b18e1872b4284b0cf44bd3d9f92a,cus_NKaCGak6uDmYK5,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
96,d2bd238fedfa80ed02d07467e39b8d933878839b7ab66d93d25ac0b2,96,23904.0,249.0,12-months-249,12,378710000014312112,,toptutors.dk/order/d2bd238fedfa80ed02d07467e39b8d933878839b7ab66d93d25ac0b2,cus_NPsbIGdSYw4h7p,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-25 13:42:39.223593,
89,d4c6a9474e331dc5baca0239cbd7683178800c031c8f6b5e577d8d4d,24,7416.0,309.0,3-months-309,3,378710000008983168,,toptutors.dk/order/d4c6a9474e331dc5baca0239cbd7683178800c031c8f6b5e577d8d4d,cus_MShycar3Ov7UWv,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-23 10:28:29.802792,
102,e6edd1aae7de05de2ca4b19e015288e18c4d4ac62b42a97dd4f5f6ec,96,23904.0,249.0,24-months-249,24,378710000014410006,,toptutors.dk/order/e6edd1aae7de05de2ca4b19e015288e18c4d4ac62b42a97dd4f5f6ec,cus_NRlduu9ZKXMGlw,,True,2023-02-28 18:54:23.315104,2023-02-28 18:54:23.315145,,
90,ff41412633207ce0b97845b1b68cf7ea512422744b026a9f5e94a34a,48,13872.0,289.0,6-months-289,6,378710000013375278,,toptutors.dk/order/ff41412633207ce0b97845b1b68cf7ea512422744b026a9f5e94a34a,cus_NPRJTnMQRon3sV,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
104,6ceb65b8321e038af791871483164fc8ec631ec4b58641cc5a5566fa,24,7416.0,309.0,3-months-309,3,378710000014194578,,toptutors.dk/order/6ceb65b8321e038af791871483164fc8ec631ec4b58641cc5a5566fa,cus_NSTLjiAb1bEzAQ,,False,2023-02-28 18:54:23.315104,2023-03-03 14:04:04.446269,2023-03-03 16:38:40.383149,
91,f4adde18e6044d6629f62deb3b7ae7e1a450c9e5da86d19503539247,144,32976.0,229.0,18-months-229,18,378710000014266535,,toptutors.dk/order/f4adde18e6044d6629f62deb3b7ae7e1a450c9e5da86d19503539247,cus_NPVrF259kLDZjY,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
93,3b1759087e44762e63ec665a5da1b1be45b92c53cc1a794308538f4b,8,3192.0,399.0,single-399,1,378710000013375278,,toptutors.dk/order/3b1759087e44762e63ec665a5da1b1be45b92c53cc1a794308538f4b,cus_NPRJTnMQRon3sV,,False,2023-02-20 10:03:38.521823,2023-02-28 18:54:23.315145,2023-03-02 09:02:58.678073,
92,d32c28c91059200b3161748e593b2d3beb5ed57e02693c689da8ce2a,144,32976.0,229.0,18-months-229,18,378710000014266535,,toptutors.dk/order/d32c28c91059200b3161748e593b2d3beb5ed57e02693c689da8ce2a,cus_NPVrF259kLDZjY,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
98,69aa30db507816faf3b592d2340715bb9de1d75ff68d1e69c3ffd03d,3,927.0,309.0,single-309,1,378710000014520052,,toptutors.dk/order/69aa30db507816faf3b592d2340715bb9de1d75ff68d1e69c3ffd03d,cus_KuNexDPab39pjI,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
99,d38a9c6cf43ab31ce05c5cd7b3f71028645792fbc62215cdefc364ce,3,1019.6999999999999,309.0,single-309,1,378710000014520052,,toptutors.dk/order/d38a9c6cf43ab31ce05c5cd7b3f71028645792fbc62215cdefc364ce,cus_KuNexDPab39pjI,,True,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,,
94,7851240536c805eb26888c0fe581459d5086c0285dd804b8f75f1975,48,13872.0,289.0,6-months-289,6,378710000014253523,,toptutors.dk/order/7851240536c805eb26888c0fe581459d5086c0285dd804b8f75f1975,cus_NPmaJSK3uCIzW8,,False,2023-02-20 10:03:38.521823,2023-02-20 10:03:38.521857,2023-02-24 09:46:07.605785,
110,05bccbc16e97f1be8e00dce0b6993498e2709f8ad45f62ea0d981724,96,23904.0,249.0,24-months-249,24,378710000014410006,,toptutors.dk/order/05bccbc16e97f1be8e00dce0b6993498e2709f8ad45f62ea0d981724,cus_NRlduu9ZKXMGlw,,True,2023-03-06 10:52:56.144646,2023-03-06 10:52:56.144674,,
97,10998f2ada5bb0526d9ca5c4009ad87647dfac4e5f86f08db22e30a9,24,7416.0,309.0,3-months-309,3,378710000014539469,,toptutors.dk/order/10998f2ada5bb0526d9ca5c4009ad87647dfac4e5f86f08db22e30a9,cus_LogVPOJwu8RxaI,,False,2023-02-20 10:03:38.521823,2023-02-28 00:14:46.493006,2023-02-28 07:20:04.580691,
